GluteyLegionED,Glutey,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Glutey/characters
,Ghoul Emblem,Fossilised Spirit Shield,Offhand2,https://web.poecdn.com/image/Art/2DItems/Armours/Shields/ShieldInt3.png?scale=1&w=2&h=2&v=0b4ca72b3f1678f750402c910c3fb09c,c6c17a9c46d20a68a3bda6278811ee9e19b7e568b247dd6246ab833a2dbff3a8
,Phoenix Circle,Coral Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring2.png?scale=1&w=1&h=1&v=ea80f60b4a8ead920044707ed6569849,e5727786d88c30e42f28a197022a0977fd95ffab53882c662a2732b5b229e86c
,Empyrean Edge,Skinning Knife,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Daggers/Dagger2.png?scale=1&w=1&h=3&v=0b5adb61edbf8b3f80a27b5a4064d241,868ffd5b52fecfd3798ad5a3b3bdf5e5eea838d0ba70a74e591922d901ddc160

Legion_Viable,palyran,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/palyran/characters
,Vortex Guardian,Royal Burgonet,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetStr10.png?scale=1&w=2&h=2&v=a2d27dd09800df57154773b7cb11a9f1,54b4823fbecfeb33b4e5c6ea7d062f57cca60a284e792e7cb91494df65e79d2c
,Hate Heart,Turquoise Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/TurquoiseAmulet.png?scale=1&w=1&h=1&v=484a8eac4316c65308deea4efcfbb621,2763e1b0245562085014f1fea4372d3313ffc6b193cf1a9119baae0f31ea4491
,Apocalypse Bind,Stygian Vise,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/AbyssBelt.png?scale=1&w=2&h=1&v=cd7c25de181e6a77812020eb6e867971,19177f5578956e5963890621b96f746cf0de4a4b2b8cd5bc4c4d39def7d4d343
,Agony Knuckle,Titan Gauntlets,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesStr4.png?scale=1&w=2&h=2&v=b2997b2df11d3b19cbb6a4c3054acda6,509642791ba92175b7546b660f005234cf95b8902ccd66b6c1145ef0bbdcfc2b
,Soul Star,Royal Sceptre,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Scepters/scepter7.png?scale=1&w=2&h=3&v=61c3ccc0753b40f6be18d994a8801453,c1dfd4caaf8a99997e861ecc5c17a5bab7456ffb91b4af53d9d65e6589de4ab2
,Hypnotic Spell,Royal Sceptre,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Scepters/scepter7.png?scale=1&w=2&h=3&v=61c3ccc0753b40f6be18d994a8801453,9eb8387fb4a14b681c5730ba646e37295a743fc424b1c97703c1ad6dbb75976d

IamAButterfly,Tandoran,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Tandoran/characters
,Woe Loop,Moonstone Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/MoonstoneRing.png?scale=1&w=1&h=1&v=4715c1b82b9843bf4b12f0aad25b3f26,03574126ee8b903d5b1dfe02f16b2d6d193c59d62246505b482ad4c48259ccda
,Pandemonium Knuckle,Sorcerer Gloves,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesInt4.png?scale=1&w=2&h=2&v=373419137bbd6b0e4ba9439b3ff1a7d5,51895db251e7ffb41c3c9549574ab9ee87d1bb89bf336858cb802791f9f13870
,Gloom Knot,Amethyst Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/AmethystRing.png?scale=1&w=1&h=1&v=e6f04837a3bb2bab63f8f06522bff392,10969512422eb129fddb1fb023c19bc1d0e85a77e8f7d0eb3c8bfc198e4b5a3e
,Horror Trap,Stygian Vise,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/AbyssBelt.png?scale=1&w=2&h=1&v=cd7c25de181e6a77812020eb6e867971,844e4c5a56eaafbda246ead3cf53c308f03d172e9b0acbc88f9ecb1ef91c7317

Iratham_EQ,Iratham,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Iratham/characters
,,Gutting Knife,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Daggers/Dagger2.png?scale=1&w=1&h=3&v=0b5adb61edbf8b3f80a27b5a4064d241,1c83c05b586529c11f3aa488bbf35004addc9c3f318ff2113907da332aff5e11
,,Gemstone Sword,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword2.png?scale=1&w=1&h=3&v=a94ce74a6007ca561bb3a4bfa3abe15b,a817060033ba3e618a254bcce6e03a6e61060a990ee3d24d29490db4af7e3904
,Doom Torc,Lapis Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/Amulet5.png?scale=1&w=1&h=1&v=574b38016f547495a51268177882d5cc,760a746bf57884fe4daecf59b051d74cca023332f0015e891ca312ea25076153
,Glyph Stinger,Jewelled Foil,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier7.png?scale=1&w=1&h=4&v=d4a9ff1bbae62362d78bc8d5a4484446,5f5261b90a93020ef0b8ff17847efc718db1cf06491e183c5fe178d387865650
,Dread Twirl,Ruby Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/Ring7.png?scale=1&w=1&h=1&v=0d73ed3a0f503653328f2593bda615d3,02a600fe7ee9fe1dca0390d00d4a9f5822b703d6af63db554c8243012d512800
,Maelström Pelt,Commander's Brigandine,BodyArmour,https://web.poecdn.com/image/Art/2DItems/Armours/BodyArmours/BodyStrDex2C.png?scale=1&w=2&h=3&v=fbff201d996e210231550ff0530d23e3,840b49016ee0d2bd132a56eb1f7186bcc7055b71390b5207c0b1b67a39b25ac4
,Eagle Finger,Two-Stone Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/TopazSapphire.png?scale=1&w=1&h=1&v=b7334698bf04b28f755467f256a3276b,fb7471bbc653dc6fbdb137843c2d8c55502b8fa0c967dfd3d098c2477e34bfe9
,Vortex Song,Jewelled Foil,Offhand,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier7.png?scale=1&w=1&h=4&v=d4a9ff1bbae62362d78bc8d5a4484446,5b18a23b08706db4636ae35ee2eb0f8477cb698cc113878107712843088bfe70
,Skull Nails,Goliath Gauntlets,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesStr4.png?scale=1&w=2&h=2&v=b2997b2df11d3b19cbb6a4c3054acda6,b38fc0907d63ca9e12f3979dfca23eacd39de875f5c61197fee75706a09b587e
,Glyph Goad,Legion Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsStrInt2.png?scale=1&w=2&h=2&v=9a8ce1f6169c2ad274efc202693b7293,7f7d9e927bdf8ea0c9ccffc78a160f7ec9e6a9a02a4857a87b47556ea5b00774
,Spirit Bind,Stygian Vise,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/AbyssBelt.png?scale=1&w=2&h=1&v=cd7c25de181e6a77812020eb6e867971,c7add95059e32eaa2caab88b52434d41cb5c3a40e2ae17422b30401f5b751096

Grootheid_Legion,Aussie90,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Aussie90/characters
,,Haku's Carved Wand,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand3.png?scale=1&w=1&h=3&v=ac9f7eee09f5a8f580151298712f2a9e,8ce7a565bc2a72958c4d711d81f6c3303823ca46e05bb6290e404c118ffa85ea
,,Chilled Spiraled Wand of Craft,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand5.png?scale=1&w=1&h=3&v=1693f03dab28c272223acf156ce9107e,2d4f0a057e18b8918bd363b30fc41445741fdfff18d26d797dbf09219effeb6c
,Kraken Rod,Spike-Point Arrow Quiver,Offhand,https://web.poecdn.com/image/Art/2DItems/Quivers/QuiverSpike-Point.png?scale=1&w=2&h=3&v=1bd153027f337b59c30957890e223974,cde12d05867f47e9689d6a0f1fab8b75e8885982813d6bbafb8bed5f172ab25c
,Rune Mitts,Sorcerer Gloves,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesInt4.png?scale=1&w=2&h=2&v=373419137bbd6b0e4ba9439b3ff1a7d5,2cab99cf0269895388259548d28e4983728d1e224b79e4ed9a28eb2d721234e3
,Oblivion Spur,Sorcerer Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsInt4.png?scale=1&w=2&h=2&v=4808dffa0aa9745b57119af9319d0be3,9e2f43073cc2ceabe536fa3cc5287cfdc3002b5eed2127f77b2ad9351bab5f75
,Death Nail,Two-Stone Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/TopazRuby.png?scale=1&w=1&h=1&v=0bd3c7197b952981eb21cb0dc278c04d,6f83b53b26d620818840d00552e155aa17f070830db36255d7dbbf83437e3bcd
,Rune Clasp,Stygian Vise,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/AbyssBelt.png?scale=1&w=2&h=1&v=cd7c25de181e6a77812020eb6e867971,e14d42dc3bd5aa2b6272db90350ee371de50b7979b5eb4d1e924cfd6a6893983
,Doom Song,Short Bow,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/TwoHandWeapons/Bows/Bow2.png?scale=1&w=2&h=3&v=c6b09fe119e14b0a1af35c694e705bd3,b0709f8191d732726d42067dd0683e6ed9aa488092e5ea82424a288e7af34941

Freezeandsmashlol,joopac,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/joopac/characters
,Miracle Band,Unset Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/Empty-Socket.png?scale=1&w=1&h=1&v=3671f6d79d7190b43879b830e63fc078,8124f8d6b6bca8f735819ad1f8fa58166ad5d7adfeffccbbe001fe99f9872a3f
,Honour Crown,Eternal Burgonet,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetStr11.png?scale=1&w=2&h=2&v=342bd7655177cacda3928e191d7eb83c,950baa06f1305f7d2a19397ceb4fd490d5e5c608fffbf5390bc205cc07de739f
,,Prehistoric Claw,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Claws/Claw6.png?scale=1&w=2&h=2&v=14ffba33f70a7825bc3b08f5f0ec6878,8c77b0b4581d92355677506e9f311de78bd265389d4b6656e8098849319fe114
,Pandemonium Stride,Vaal Greaves,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsStr3.png?scale=1&w=2&h=2&v=98f1f6d1137161abc1ef30ee82dadc62,913add00230bdf0edbc23eec15781491dc75607b399e0630f5f57ebc4fd1c8a7
,Soul Nails,Goliath Gauntlets,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesStr4.png?scale=1&w=2&h=2&v=b2997b2df11d3b19cbb6a4c3054acda6,1452a36b828a2fdb1a5f9826153c74ea212a1d5bb94010ba37db670bb8713be9
,Death Salvation,Glorious Plate,BodyArmour,https://web.poecdn.com/image/Art/2DItems/Armours/BodyArmours/BodyStr3C.png?scale=1&w=2&h=3&v=6bbdcc26e9e31b2cf79a6f0fecdf573f,d92c647c24b4e63f52c1172acafb1ee39fddca5f89605621825b01c5f8ee6789

Ryan_McFlurry,palyran,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/palyran/characters
,Damnation Hunger,Jewelled Foil,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier7.png?scale=1&w=1&h=4&v=d4a9ff1bbae62362d78bc8d5a4484446,54ad5fc647b82c486547cabb7bf7401a30ae6bcb13290b00cf6dded1b7305271
,Plague Thirst,Jewelled Foil,Offhand,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier7.png?scale=1&w=1&h=4&v=d4a9ff1bbae62362d78bc8d5a4484446,9c15a4ef04134991dbce830fbe10ee9fdd48aa139175b953889d5c7b41fbc168
,Loath Hold,Topaz Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring5.png?scale=1&w=1&h=1&v=d645f9adfc012c52674c94d16b4292b2,8b9d6ba390e0d9e2a794107773eca381c2c7df153b3ace7495f504a177ea01e5
,Blight Visage,Samite Helmet,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetStr8.png?scale=1&w=2&h=2&v=d6983597c3725deb605d48ae00f6aaee,ea1c11841d2a73b531e88040a5521976e9f518279eb30cdbb06fd7a980e47700
,Oblivion Whorl,Two-Stone Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/TopazRuby.png?scale=1&w=1&h=1&v=0bd3c7197b952981eb21cb0dc278c04d,2b1e6ac4aea40648dd827b18a7752b3ff3ff64394478a5da995e73b912b9ad72
,Spirit Bind,Leather Belt,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt3.png?scale=1&w=2&h=1&v=a559821037f54c94dae053b90bcea363,cfe7c32776b66deff2bb3d0fd59d4b053b3e27c99cc748a284afed5e2f4be58e
,,Estoc,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier4.png?scale=1&w=1&h=4&v=08c000a7bb94a3436001f8afdd9c4121,b2211e92882b66e6ca065575f50581ca0f47ec5fa990215bc1efe3269767867c
,,Antique Rapier,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier6.png?scale=1&w=1&h=4&v=711d06ad04a80ad6442cbe1f940cbc51,2ef9c70b31f54480bc2cc4c55aca13a2357d8866a5b7efc25877d48c9b659b1b
,Rift Rosary,Onyx Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/Amulet7.png?scale=1&w=1&h=1&v=ecac1e6f4574572eeef0379d955811cd,a4e741ec931ffa581e831709a68f223df15dcf04b25344b3db952be8ae84cb10

GitGud_Contagion,Gorik1,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/Gorik1/characters
,,Haku's Crystal Wand,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand4.png?scale=1&w=1&h=3&v=d232fe49263de98034381a39ae61d675,e941e09fc4f25978e9fcf1f9241c564a8531046c0ef77fa3563a624b45fba977
,Cataclysm Song,Fossilised Spirit Shield,Offhand,https://web.poecdn.com/image/Art/2DItems/Armours/Shields/ShieldInt3.png?scale=1&w=2&h=2&v=0b4ca72b3f1678f750402c910c3fb09c,c8da1c465013780017e5dc5e31bc1ba9efdc6c39da72f91dd3671399c11f5dc0
,Victory Spiral,Sapphire Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring6.png?scale=1&w=1&h=1&v=23acb19022be4c89b3260db63dd1ca05,925c80cf9383fa78f9116d0a0fe311ffc2e5647ec65cfa8cb8a14dda412b171a
,Golem Knot,Gold Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/Ring4.png?scale=1&w=1&h=1&v=6ef89e2afcf83dc3cc86b1522597ed2b,f4abc2535bfe053d85ed9e4a3319f61391d7b5304fbefdf588acacf1881412bc
,Empyrean Scratch,Profane Wand,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand7.png?scale=1&w=1&h=3&v=5a9080ee56477bb7a1386654d5bddd35,e52cbd4c4b2747c779e9cd9ad818e477feb44d640b58f110a6ea5f7ba1068256
,Honour Span,Murder Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsDexInt4.png?scale=1&w=2&h=2&v=bfbd6b83d1a5a8dafbae030a0041b5fe,92981f63475e2bd0b7cbbbcbd8988660b3aa05e6e04d3e196e30c68d21e41e26
,Entropy Heart,Turquoise Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/TurquoiseAmulet.png?scale=1&w=1&h=1&v=484a8eac4316c65308deea4efcfbb621,5b51d0334df4ccd4e15eae105cac9b1f3f8f770c1cfb1e09772ded9272757582
,Gloom Barb,Crystal Wand,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand4.png?scale=1&w=1&h=3&v=d232fe49263de98034381a39ae61d675,7c2c66feccd15910591cd3561ba61ef99ace68078729c3fdb0e08d210d5a5bc8
,Nemesis Strap,Heavy Belt,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt5.png?scale=1&w=2&h=1&v=5aa764352f06af8fd3231e6a52d710f5,403bfb57a4fc14a4be2be335c28638da8b08d88b1785b8cc6ed6a3ddbd53ebfb

Froggo___,RoTaTiNgCaPs,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/RoTaTiNgCaPs/characters
,Doom Circle,Unset Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Empty-Socket.png?scale=1&w=1&h=1&v=3671f6d79d7190b43879b830e63fc078,c7d5ef79c76c8a8ef33a9ddad2e1d28a76cfae89f80675685375bad617fde4cd
,Sol Trap,Leather Belt,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/Belt3.png?scale=1&w=2&h=1&v=a559821037f54c94dae053b90bcea363,6fb20ebc790f907c1bc2de0a1f7698ec312d2c65a2546fa84688ac7596f29aa0
,,Serrated Primeval Rapier,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier6.png?scale=1&w=1&h=4&v=711d06ad04a80ad6442cbe1f940cbc51,929d2138f15aeb6e9863f1ecddba135de104034a9fae8678b22ae25b1a0f45de
,,Vaal Blade,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword6.png?scale=1&w=2&h=3&v=7351ad920971b29206a9dfddb1680baf,ee23278a1f4317f947a5bdfd2bc833a2e3243644c20cb72e604562e37bbfdd6a
,Tempest Idol,Turquoise Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/TurquoiseAmulet.png?scale=1&w=1&h=1&v=484a8eac4316c65308deea4efcfbb621,81d2b828a1afbe59161401a8bd1fcc2ba64bbbb22295be4b2acd3a3545663920
,Vengeance Slicer,Spiraled Foil,Offhand,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier5.png?scale=1&w=1&h=4&v=de96776c8c328cf5161fc4509a4a0900,feba8286003ae3ff07cb1a448249f7220dedc254d959a29c91c727d259fe622f
,Ghoul Guardian,Eternal Burgonet,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetStr11.png?scale=1&w=2&h=2&v=342bd7655177cacda3928e191d7eb83c,b3d785f442ad90b0e6267ae1ed2eddd2f8fdc88a5336177c0b3f9345756969c8
,Rapture Loop,Ruby Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/Ring7.png?scale=1&w=1&h=1&v=0d73ed3a0f503653328f2593bda615d3,e6aac896a2d375e1164a9983a275843a867b5f65a48b0ce3d562478133ad3841
,Horror Skin,Astral Plate,BodyArmour,https://web.poecdn.com/image/Art/2DItems/Armours/BodyArmours/BodyStr1C.png?scale=1&w=2&h=3&v=890da62b76971297e9eacccd44123e99,ff682f83005c953544a87e08e6e2ac3b7cc9359e4b92059a5500091671a8cc12
,Vengeance Spur,Hydrascale Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsStrDex2.png?scale=1&w=2&h=2&v=bdfb39d9a0b60c4ac542bedd8ff06e08,1a16bc95b388818bbd31b48cb6e7a1688f2c19c94df408f96b2ccf76bcfb849d
,Ghoul Palm,Spiked Gloves,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/SpikedGloves.png?scale=1&w=2&h=2&v=47f008b19b0bf2cf74eb5e92bf1a2e75,4a98032fc862bb6dcc642f57bd2d9816a2af1560e5b151aef01d3bbfaa49a269
,Kraken Beak,Jewelled Foil,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Rapiers/Rapier7.png?scale=1&w=1&h=4&v=d4a9ff1bbae62362d78bc8d5a4484446,a144c8b624dd448499eeacf7c3d6866d4bb58dd61bf1949cebf3e92433ea533b

_witchPrime,heedkid,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/heedkid/characters
,,Omen Wand,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand6.png?scale=1&w=1&h=3&v=54ba351a078c22737d02dfcec8466585,1ece015e2aab75d96c84131dd058aac6606991310b3983e33639d0c9a053b139
,,Serpent Wand,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand5.png?scale=1&w=1&h=3&v=1693f03dab28c272223acf156ce9107e,47a082f37b85cddca24fa948bcd7aba79ff7a27991cc995055ec9fb77176698b
,Apocalypse Nail,Topaz Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/Ring5.png?scale=1&w=1&h=1&v=d645f9adfc012c52674c94d16b4292b2,7abb71d079bdd83f06f07a8ab0afa37e629e5b8b6e9b0879554f07b62b257553
,Viper Rosary,Agate Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/AgateAmulet.png?scale=1&w=1&h=1&v=616cdaa894e5fcb0684cbeab3f90c4bc,3b00d1cfd4afbb18b2ca3078305682a891da88e942a66f685635898d70358508
,Dusk Leash,Stygian Vise,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/AbyssBelt.png?scale=1&w=2&h=1&v=cd7c25de181e6a77812020eb6e867971,364040c4aede3af8b6cdc2ec2b715d39b6e7f1ad5522ae1e2da6ac02f7721def
,Gale Spur,Two-Toned Boots,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/TwoTonedBoots2B.png?scale=1&w=2&h=2&v=435eaf7c0d9a50d4c6cf92eed702ffb7,c2441208d3a7b59204b2cf856d5ec8b929203593f9f541e9651d0feec77e5c18
,Pandemonium Vise,Soldier Gloves,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesStrInt3.png?scale=1&w=2&h=2&v=6121a1f24b6a6b016f4f62266feb4965,dade20817063c5c060001ca6b356ed133f4eaaf806340984fcdbe87e5c08ad2a
,Pain Nail,Coral Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring2.png?scale=1&w=1&h=1&v=ea80f60b4a8ead920044707ed6569849,56cd22cf686b0fbd5adfcfa2fff9f79745ca54867dd6ed338507581b4e3374a6
,Fate Cry,Imbued Wand,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/Wands/Wand3.png?scale=1&w=1&h=3&v=ac9f7eee09f5a8f580151298712f2a9e,6fba1356519680a1e037be26d44df31c2b4a6f05bfe9a7e0bf3b5b1fffb0b0d9

Haxtain,H4ximus,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/H4ximus/characters
,Rapture Scalpel,Corsair Sword,Offhand2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword3.png?scale=1&w=1&h=3&v=0bf4b174a0c80b2fd80a12026ed04a05,1ec2d08b08ce8ee2241889f8b93408efefc2ffe7c26eac68f18cd821a904af51
,Corpse Shackle,Stygian Vise,Belt,https://web.poecdn.com/image/Art/2DItems/Belts/AbyssBelt.png?scale=1&w=2&h=1&v=cd7c25de181e6a77812020eb6e867971,eeea28c719cbd9195befc15b927f1927e183ba77b97408a7ea416eace7c2fea7
,Miracle Mitts,Ancient Gauntlets,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/GlovesStr3.png?scale=1&w=2&h=2&v=8a687dd11fc5368392d6ba84321867ce,ab7145af330e069290c5053ca0983a8af7d5319c87ca3a30cae3d7e6ec537195
,Hypnotic Urge,Goliath Greaves,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsStr4.png?scale=1&w=2&h=2&v=e26e440ce9b34d249004f0c063d3fe12,a3daa86e194e7ca66d9fe898d7baebb9d89521a2a20ca74e41bc5ccefecc0221
,Rage Edge,Corsair Sword,Weapon2,https://web.poecdn.com/image/Art/2DItems/Weapons/OneHandWeapons/OneHandSwords/OneHandSword3.png?scale=1&w=1&h=3&v=0bf4b174a0c80b2fd80a12026ed04a05,0a1b4ba6fa4da4ac121396520c869333cd4bb7b908c42a9d187de6e07433eb75
,Foe Knuckle,Steel Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/AdamantineRing.png?scale=1&w=1&h=1&v=5abffedbb47cfea917c733bf16d361ad,7601721b771bb0d75b9449503ba29276aa8ad00c2d2e4086d20550e819178279
,Horror Coil,Steel Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/AdamantineRing.png?scale=1&w=1&h=1&v=5abffedbb47cfea917c733bf16d361ad,db082bd58c6af50e04f92d26ce488d11d8fd20252b80934c63d0a7b99510e93e

Erecticator,HarryBotter,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/HarryBotter/characters
,Glyph Tread,Ancient Greaves,Boots,https://web.poecdn.com/image/Art/2DItems/Armours/Boots/BootsStr3.png?scale=1&w=2&h=2&v=98f1f6d1137161abc1ef30ee82dadc62,79f2a59ba8072d7e1139469bef43014771c0f3997cd6ef5d6cf4f09c18fff531
,Skull Braid,Amber Amulet,Amulet,https://web.poecdn.com/image/Art/2DItems/Amulets/Amulet3.png?scale=1&w=1&h=1&v=ab799e48c3d205973c8cd93ab478d20c,01eee5be3492bbc2af65c07a01ce061a50fab27646acc4b7ca221fbab8366e70
,Phoenix Rend,Vaal Axe,Weapon,https://web.poecdn.com/image/Art/2DItems/Weapons/TwoHandWeapons/TwoHandAxes/TwoHandAxe5.png?scale=1&w=2&h=4&v=18ddacb7f5ce7bf55b0331e322e95043,98fecc4e44606ba649d962763be49903cd97cea5802d35086b0184aac587e012
,Horror Talons,Spiked Gloves,Gloves,https://web.poecdn.com/image/Art/2DItems/Armours/Gloves/SpikedGloves.png?scale=1&w=2&h=2&v=47f008b19b0bf2cf74eb5e92bf1a2e75,a1261fa2e88bc519c430d55e884f7857988e75fbe44358f2e06b556b945a5202
,Doom Loop,Two-Stone Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/SapphireRuby.png?scale=1&w=1&h=1&v=ff4c9f8b5c539efd2e99a46303e849f6,7af51a8137df83d673e2704dee5d7cd510f51f39939fc69ffd8de6c659027f04
,Carrion Keep,Astral Plate,BodyArmour,https://web.poecdn.com/image/Art/2DItems/Armours/BodyArmours/BodyStr1C.png?scale=1&w=2&h=3&v=890da62b76971297e9eacccd44123e99,36e3559ea20597033c04226d3e8c9c043ee6dd37f6dd09c7980b7a0bba95cf6c
,Doom Spiral,Coral Ring,Ring2,https://web.poecdn.com/image/Art/2DItems/Rings/Ring2.png?scale=1&w=1&h=1&v=ea80f60b4a8ead920044707ed6569849,67bd97f68e9d5b363d5cc99f498354c908bb57c9ee54d4e20a837014ea334cf9
,Corruption Corona,Royal Burgonet,Helm,https://web.poecdn.com/image/Art/2DItems/Armours/Helmets/HelmetStr10.png?scale=1&w=2&h=2&v=a2d27dd09800df57154773b7cb11a9f1,d78a94000b63e8de238cbc031f606b2da05b96741b292f3b0305bbdd1b9765fe

PastaOvertime,MilitantPasta,2019/07/29, 15:02:13,https://www.pathofexile.com/account/view-profile/MilitantPasta/characters
,Spirit Nail,Ruby Ring,Ring,https://web.poecdn.com/image/Art/2DItems/Rings/Ring7.png?scale=1&w=1&h=1&v=0d73ed3a0f503653328f2593bda615d3,3cdcb25e49adb24a432bb0624224ac7a68283685d9dc6189099a5516a3522b96
